ID,League,date,Currency,PriceCurrency,Value,CurrencyID
4302,Incursion,2018-08-12,Orb of Chance,Chaos Orb,0.08333,3
4303,Incursion,2018-08-13,Orb of Chance,Chaos Orb,0.08333,3
4304,Incursion,2018-08-14,Orb of Chance,Chaos Orb,0.08333,3
4305,Incursion,2018-08-15,Orb of Chance,Chaos Orb,0.08333,3
4306,Incursion,2018-08-16,Orb of Chance,Chaos Orb,0.08333,3
4307,Incursion,2018-08-17,Orb of Chance,Chaos Orb,0.08333,3
4308,Incursion,2018-08-18,Orb of Chance,Chaos Orb,0.08333,3
4309,Incursion,2018-08-19,Orb of Chance,Chaos Orb,0.09001,3
4310,Incursion,2018-08-20,Orb of Chance,Chaos Orb,0.09022,3
4311,Incursion,2018-08-21,Orb of Chance,Chaos Orb,0.09073,3
4312,Incursion,2018-08-22,Orb of Chance,Chaos Orb,0.09091,3
4313,Incursion,2018-08-23,Orb of Chance,Chaos Orb,0.09077,3
4314,Incursion,2018-08-24,Orb of Chance,Chaos Orb,0.09079,3
4315,Incursion,2018-08-25,Orb of Chance,Chaos Orb,0.09091,3
4316,Incursion,2018-08-26,Orb of Chance,Chaos Orb,0.09081,3
4317,Incursion,2018-08-27,Orb of Chance,Chaos Orb,0.09091,3
4318,Incursion,2018-08-28,Orb of Chance,Chaos Orb,0.09091,3
4319,Incursion,2018-06-01,Chromatic Orb,Chaos Orb,0.07626,6
4320,Incursion,2018-06-02,Chromatic Orb,Chaos Orb,0.04,6
4321,Incursion,2018-06-03,Chromatic Orb,Chaos Orb,0.0625,6
4322,Incursion,2018-06-04,Chromatic Orb,Chaos Orb,0.07142,6
4323,Incursion,2018-06-05,Chromatic Orb,Chaos Orb,0.07372,6
4324,Incursion,2018-06-06,Chromatic Orb,Chaos Orb,0.07944,6
4325,Incursion,2018-06-07,Chromatic Orb,Chaos Orb,0.08333,6
4326,Incursion,2018-06-08,Chromatic Orb,Chaos Orb,0.09065,6
4327,Incursion,2018-06-09,Chromatic Orb,Chaos Orb,0.09174,6
4328,Incursion,2018-06-10,Chromatic Orb,Chaos Orb,0.09091,6
4329,Incursion,2018-06-11,Chromatic Orb,Chaos Orb,0.09091,6
4330,Incursion,2018-06-12,Chromatic Orb,Chaos Orb,0.09091,6
4331,Incursion,2018-06-13,Chromatic Orb,Chaos Orb,0.09091,6
4332,Incursion,2018-06-14,Chromatic Orb,Chaos Orb,0.09091,6
4333,Incursion,2018-06-15,Chromatic Orb,Chaos Orb,0.09335,6
4334,Incursion,2018-06-16,Chromatic Orb,Chaos Orb,0.09795,6
4335,Incursion,2018-06-17,Chromatic Orb,Chaos Orb,0.09804,6
4336,Incursion,2018-06-18,Chromatic Orb,Chaos Orb,0.09586,6
4337,Incursion,2018-06-19,Chromatic Orb,Chaos Orb,0.09578,6
4338,Incursion,2018-06-20,Chromatic Orb,Chaos Orb,0.09764,6
4339,Incursion,2018-06-21,Chromatic Orb,Chaos Orb,0.10157,6
4340,Incursion,2018-06-22,Chromatic Orb,Chaos Orb,0.10947,6
4341,Incursion,2018-06-23,Chromatic Orb,Chaos Orb,0.11111,6
4342,Incursion,2018-06-24,Chromatic Orb,Chaos Orb,0.11111,6
4343,Incursion,2018-06-25,Chromatic Orb,Chaos Orb,0.12178,6
4344,Incursion,2018-06-26,Chromatic Orb,Chaos Orb,0.11838,6
4345,Incursion,2018-06-27,Chromatic Orb,Chaos Orb,0.12198,6
4346,Incursion,2018-06-28,Chromatic Orb,Chaos Orb,0.13459,6
4347,Incursion,2018-06-29,Chromatic Orb,Chaos Orb,0.15864,6
4348,Incursion,2018-06-30,Chromatic Orb,Chaos Orb,0.15867,6
4349,Incursion,2018-07-01,Chromatic Orb,Chaos Orb,0.15625,6
4350,Incursion,2018-07-02,Chromatic Orb,Chaos Orb,0.16152,6
4351,Incursion,2018-07-03,Chromatic Orb,Chaos Orb,0.16667,6
4352,Incursion,2018-07-04,Chromatic Orb,Chaos Orb,0.17544,6
4353,Incursion,2018-07-05,Chromatic Orb,Chaos Orb,0.17544,6
4354,Incursion,2018-07-06,Chromatic Orb,Chaos Orb,0.17241,6
4355,Incursion,2018-07-07,Chromatic Orb,Chaos Orb,0.16667,6
4356,Incursion,2018-07-08,Chromatic Orb,Chaos Orb,0.16129,6
4357,Incursion,2018-07-09,Chromatic Orb,Chaos Orb,0.15625,6
4358,Incursion,2018-07-10,Chromatic Orb,Chaos Orb,0.15059,6
4359,Incursion,2018-07-11,Chromatic Orb,Chaos Orb,0.14706,6
4360,Incursion,2018-07-12,Chromatic Orb,Chaos Orb,0.14286,6
4361,Incursion,2018-07-13,Chromatic Orb,Chaos Orb,0.14021,6
4362,Incursion,2018-07-14,Chromatic Orb,Chaos Orb,0.13106,6
4363,Incursion,2018-07-15,Chromatic Orb,Chaos Orb,0.12195,6
4364,Incursion,2018-07-16,Chromatic Orb,Chaos Orb,0.12048,6
4365,Incursion,2018-07-17,Chromatic Orb,Chaos Orb,0.11765,6
4366,Incursion,2018-07-18,Chromatic Orb,Chaos Orb,0.11236,6
4367,Incursion,2018-07-19,Chromatic Orb,Chaos Orb,0.10989,6
4368,Incursion,2018-07-20,Chromatic Orb,Chaos Orb,0.10753,6
4369,Incursion,2018-07-21,Chromatic Orb,Chaos Orb,0.09524,6
4370,Incursion,2018-07-22,Chromatic Orb,Chaos Orb,0.08772,6
4371,Incursion,2018-07-23,Chromatic Orb,Chaos Orb,0.08763,6
4372,Incursion,2018-07-24,Chromatic Orb,Chaos Orb,0.08696,6
4373,Incursion,2018-07-25,Chromatic Orb,Chaos Orb,0.08858,6
4374,Incursion,2018-07-26,Chromatic Orb,Chaos Orb,0.0885,6
4375,Incursion,2018-07-27,Chromatic Orb,Chaos Orb,0.09091,6
4376,Incursion,2018-07-28,Chromatic Orb,Chaos Orb,0.09414,6
4377,Incursion,2018-07-29,Chromatic Orb,Chaos Orb,0.09524,6
4378,Incursion,2018-07-30,Chromatic Orb,Chaos Orb,0.09696,6
4379,Incursion,2018-07-31,Chromatic Orb,Chaos Orb,0.09824,6
4380,Incursion,2018-08-01,Chromatic Orb,Chaos Orb,0.09901,6
4381,Incursion,2018-08-02,Chromatic Orb,Chaos Orb,0.09804,6
4382,Incursion,2018-08-03,Chromatic Orb,Chaos Orb,0.09524,6
4383,Incursion,2018-08-04,Chromatic Orb,Chaos Orb,0.09804,6
4384,Incursion,2018-08-05,Chromatic Orb,Chaos Orb,0.09804,6
4385,Incursion,2018-08-06,Chromatic Orb,Chaos Orb,0.09615,6
4386,Incursion,2018-08-07,Chromatic Orb,Chaos Orb,0.09435,6
4387,Incursion,2018-08-08,Chromatic Orb,Chaos Orb,0.09091,6
4388,Incursion,2018-08-09,Chromatic Orb,Chaos Orb,0.09091,6
4389,Incursion,2018-08-10,Chromatic Orb,Chaos Orb,0.08333,6
4390,Incursion,2018-08-11,Chromatic Orb,Chaos Orb,0.08333,6
4391,Incursion,2018-08-12,Chromatic Orb,Chaos Orb,0.08333,6
4392,Incursion,2018-08-13,Chromatic Orb,Chaos Orb,0.08333,6
4393,Incursion,2018-08-14,Chromatic Orb,Chaos Orb,0.08333,6
4394,Incursion,2018-08-15,Chromatic Orb,Chaos Orb,0.08333,6
4395,Incursion,2018-08-16,Chromatic Orb,Chaos Orb,0.08084,6
4396,Incursion,2018-08-17,Chromatic Orb,Chaos Orb,0.07692,6
4397,Incursion,2018-08-18,Chromatic Orb,Chaos Orb,0.07937,6
4398,Incursion,2018-08-19,Chromatic Orb,Chaos Orb,0.07989,6
4399,Incursion,2018-08-20,Chromatic Orb,Chaos Orb,0.07702,6
4400,Incursion,2018-08-21,Chromatic Orb,Chaos Orb,0.08128,6
4401,Incursion,2018-08-22,Chromatic Orb,Chaos Orb,0.08333,6
4402,Incursion,2018-08-23,Chromatic Orb,Chaos Orb,0.07376,6
4403,Incursion,2018-08-24,Chromatic Orb,Chaos Orb,0.07143,6
4404,Incursion,2018-08-25,Chromatic Orb,Chaos Orb,0.07299,6
4405,Incursion,2018-08-26,Chromatic Orb,Chaos Orb,0.0759,6
4406,Incursion,2018-08-27,Chromatic Orb,Chaos Orb,0.07881,6
4407,Incursion,2018-08-28,Chromatic Orb,Chaos Orb,0.08333,6
4408,Incursion,2018-06-01,Orb of Transmutation,Chaos Orb,0.2,2
4409,Incursion,2018-06-02,Orb of Transmutation,Chaos Orb,0.04988,2
4410,Incursion,2018-06-03,Orb of Transmutation,Chaos Orb,0.03876,2
4411,Incursion,2018-06-04,Orb of Transmutation,Chaos Orb,0.03333,2
4412,Incursion,2018-06-05,Orb of Transmutation,Chaos Orb,0.03333,2
4413,Incursion,2018-06-06,Orb of Transmutation,Chaos Orb,0.03998,2
4414,Incursion,2018-06-07,Orb of Transmutation,Chaos Orb,0.04258,2
4415,Incursion,2018-06-08,Orb of Transmutation,Chaos Orb,0.04545,2
4416,Incursion,2018-06-09,Orb of Transmutation,Chaos Orb,0.04544,2
4417,Incursion,2018-06-10,Orb of Transmutation,Chaos Orb,0.04444,2
4418,Incursion,2018-06-11,Orb of Transmutation,Chaos Orb,0.04762,2
4419,Incursion,2018-06-12,Orb of Transmutation,Chaos Orb,0.04498,2
4420,Incursion,2018-06-13,Orb of Transmutation,Chaos Orb,0.04423,2
4421,Incursion,2018-06-14,Orb of Transmutation,Chaos Orb,0.04585,2
4422,Incursion,2018-06-15,Orb of Transmutation,Chaos Orb,0.04167,2
4423,Incursion,2018-06-16,Orb of Transmutation,Chaos Orb,0.04545,2
4424,Incursion,2018-06-17,Orb of Transmutation,Chaos Orb,0.04167,2
4425,Incursion,2018-06-18,Orb of Transmutation,Chaos Orb,0.04155,2
4426,Incursion,2018-06-19,Orb of Transmutation,Chaos Orb,0.04286,2
4427,Incursion,2018-06-20,Orb of Transmutation,Chaos Orb,0.04095,2
4428,Incursion,2018-06-21,Orb of Transmutation,Chaos Orb,0.04,2
4429,Incursion,2018-06-22,Orb of Transmutation,Chaos Orb,0.04167,2
4430,Incursion,2018-06-23,Orb of Transmutation,Chaos Orb,0.04167,2
4431,Incursion,2018-06-24,Orb of Transmutation,Chaos Orb,0.04167,2
4432,Incursion,2018-06-25,Orb of Transmutation,Chaos Orb,0.04098,2
4433,Incursion,2018-06-26,Orb of Transmutation,Chaos Orb,0.04167,2
4434,Incursion,2018-06-27,Orb of Transmutation,Chaos Orb,0.04167,2
4435,Incursion,2018-06-28,Orb of Transmutation,Chaos Orb,0.04526,2
4436,Incursion,2018-06-29,Orb of Transmutation,Chaos Orb,0.04536,2
4437,Incursion,2018-06-30,Orb of Transmutation,Chaos Orb,0.03846,2
4438,Incursion,2018-07-01,Orb of Transmutation,Chaos Orb,0.03753,2
4439,Incursion,2018-07-02,Orb of Transmutation,Chaos Orb,0.03838,2
4440,Incursion,2018-07-03,Orb of Transmutation,Chaos Orb,0.03846,2
4441,Incursion,2018-07-04,Orb of Transmutation,Chaos Orb,0.03671,2
4442,Incursion,2018-07-05,Orb of Transmutation,Chaos Orb,0.03571,2
4443,Incursion,2018-07-06,Orb of Transmutation,Chaos Orb,0.03333,2
4444,Incursion,2018-07-07,Orb of Transmutation,Chaos Orb,0.03333,2
4445,Incursion,2018-07-08,Orb of Transmutation,Chaos Orb,0.03322,2
4446,Incursion,2018-07-09,Orb of Transmutation,Chaos Orb,0.0303,2
4447,Incursion,2018-07-10,Orb of Transmutation,Chaos Orb,0.02857,2
4448,Incursion,2018-07-11,Orb of Transmutation,Chaos Orb,0.02778,2
4449,Incursion,2018-07-12,Orb of Transmutation,Chaos Orb,0.02667,2
4450,Incursion,2018-07-13,Orb of Transmutation,Chaos Orb,0.02439,2
4451,Incursion,2018-07-14,Orb of Transmutation,Chaos Orb,0.02439,2
4452,Incursion,2018-07-15,Orb of Transmutation,Chaos Orb,0.02222,2
4453,Incursion,2018-07-16,Orb of Transmutation,Chaos Orb,0.02189,2
4454,Incursion,2018-07-17,Orb of Transmutation,Chaos Orb,0.02196,2
4455,Incursion,2018-07-18,Orb of Transmutation,Chaos Orb,0.02181,2
4456,Incursion,2018-07-19,Orb of Transmutation,Chaos Orb,0.02114,2
4457,Incursion,2018-07-20,Orb of Transmutation,Chaos Orb,0.02081,2
4458,Incursion,2018-07-21,Orb of Transmutation,Chaos Orb,0.02083,2
4459,Incursion,2018-07-22,Orb of Transmutation,Chaos Orb,0.02,2
4460,Incursion,2018-07-23,Orb of Transmutation,Chaos Orb,0.02033,2
4461,Incursion,2018-07-24,Orb of Transmutation,Chaos Orb,0.01961,2
4462,Incursion,2018-07-25,Orb of Transmutation,Chaos Orb,0.01961,2
4463,Incursion,2018-07-26,Orb of Transmutation,Chaos Orb,0.01887,2
4464,Incursion,2018-07-27,Orb of Transmutation,Chaos Orb,0.0195,2
4465,Incursion,2018-07-28,Orb of Transmutation,Chaos Orb,0.01888,2
4466,Incursion,2018-07-29,Orb of Transmutation,Chaos Orb,0.01818,2
4467,Incursion,2018-07-30,Orb of Transmutation,Chaos Orb,0.01865,2
4468,Incursion,2018-07-31,Orb of Transmutation,Chaos Orb,0.01885,2
4469,Incursion,2018-08-01,Orb of Transmutation,Chaos Orb,0.01818,2
4470,Incursion,2018-08-02,Orb of Transmutation,Chaos Orb,0.01843,2
4471,Incursion,2018-08-03,Orb of Transmutation,Chaos Orb,0.01667,2
4472,Incursion,2018-08-04,Orb of Transmutation,Chaos Orb,0.01801,2
4473,Incursion,2018-08-05,Orb of Transmutation,Chaos Orb,0.01962,2
4474,Incursion,2018-08-06,Orb of Transmutation,Chaos Orb,0.01994,2
4475,Incursion,2018-08-07,Orb of Transmutation,Chaos Orb,0.02,2
4476,Incursion,2018-08-08,Orb of Transmutation,Chaos Orb,0.02,2
4477,Incursion,2018-08-09,Orb of Transmutation,Chaos Orb,0.02,2
4478,Incursion,2018-08-10,Orb of Transmutation,Chaos Orb,0.02,2
4479,Incursion,2018-08-11,Orb of Transmutation,Chaos Orb,0.02,2
4480,Incursion,2018-08-12,Orb of Transmutation,Chaos Orb,0.02,2
4481,Incursion,2018-08-13,Orb of Transmutation,Chaos Orb,0.02,2
4482,Incursion,2018-08-14,Orb of Transmutation,Chaos Orb,0.02,2
4483,Incursion,2018-08-15,Orb of Transmutation,Chaos Orb,0.01934,2
4484,Incursion,2018-08-16,Orb of Transmutation,Chaos Orb,0.01985,2
4485,Incursion,2018-08-17,Orb of Transmutation,Chaos Orb,0.01983,2
4486,Incursion,2018-08-18,Orb of Transmutation,Chaos Orb,0.01846,2
4487,Incursion,2018-08-19,Orb of Transmutation,Chaos Orb,0.01818,2
4488,Incursion,2018-08-20,Orb of Transmutation,Chaos Orb,0.01832,2
4489,Incursion,2018-08-21,Orb of Transmutation,Chaos Orb,0.01839,2
4490,Incursion,2018-08-22,Orb of Transmutation,Chaos Orb,0.01822,2
4491,Incursion,2018-08-23,Orb of Transmutation,Chaos Orb,0.01839,2
4492,Incursion,2018-08-24,Orb of Transmutation,Chaos Orb,0.01852,2
4493,Incursion,2018-08-25,Orb of Transmutation,Chaos Orb,0.01873,2
4494,Incursion,2018-08-26,Orb of Transmutation,Chaos Orb,0.01958,2
4495,Incursion,2018-08-27,Orb of Transmutation,Chaos Orb,0.02175,2
4496,Incursion,2018-08-28,Orb of Transmutation,Chaos Orb,0.02353,2
4497,Incursion,2018-06-01,Silver Coin,Chaos Orb,0.46206,4
4498,Incursion,2018-06-02,Silver Coin,Chaos Orb,0.125,4
4499,Incursion,2018-06-03,Silver Coin,Chaos Orb,0.16672,4
4500,Incursion,2018-06-04,Silver Coin,Chaos Orb,0.2,4
4501,Incursion,2018-06-05,Silver Coin,Chaos Orb,0.2,4
4502,Incursion,2018-06-06,Silver Coin,Chaos Orb,0.22222,4
4503,Incursion,2018-06-07,Silver Coin,Chaos Orb,0.22222,4
4504,Incursion,2018-06-08,Silver Coin,Chaos Orb,0.23256,4
4505,Incursion,2018-06-09,Silver Coin,Chaos Orb,0.23304,4
4506,Incursion,2018-06-10,Silver Coin,Chaos Orb,0.22222,4
4507,Incursion,2018-06-11,Silver Coin,Chaos Orb,0.22577,4
4508,Incursion,2018-06-12,Silver Coin,Chaos Orb,0.2237,4
4509,Incursion,2018-06-13,Silver Coin,Chaos Orb,0.22222,4
4510,Incursion,2018-06-14,Silver Coin,Chaos Orb,0.23256,4
4511,Incursion,2018-06-15,Silver Coin,Chaos Orb,0.24242,4
4512,Incursion,2018-06-16,Silver Coin,Chaos Orb,0.25,4
4513,Incursion,2018-06-17,Silver Coin,Chaos Orb,0.27173,4
4514,Incursion,2018-06-18,Silver Coin,Chaos Orb,0.26087,4
4515,Incursion,2018-06-19,Silver Coin,Chaos Orb,0.26316,4
4516,Incursion,2018-06-20,Silver Coin,Chaos Orb,0.26316,4
4517,Incursion,2018-06-21,Silver Coin,Chaos Orb,0.27853,4
4518,Incursion,2018-06-22,Silver Coin,Chaos Orb,0.28571,4
4519,Incursion,2018-06-23,Silver Coin,Chaos Orb,0.29523,4
4520,Incursion,2018-06-24,Silver Coin,Chaos Orb,0.31097,4
4521,Incursion,2018-06-25,Silver Coin,Chaos Orb,0.33333,4
4522,Incursion,2018-06-26,Silver Coin,Chaos Orb,0.35082,4
4523,Incursion,2018-06-27,Silver Coin,Chaos Orb,0.3579,4
4524,Incursion,2018-06-28,Silver Coin,Chaos Orb,0.40003,4
4525,Incursion,2018-06-29,Silver Coin,Chaos Orb,0.43478,4
4526,Incursion,2018-06-30,Silver Coin,Chaos Orb,0.43478,4
4527,Incursion,2018-07-01,Silver Coin,Chaos Orb,0.43378,4
4528,Incursion,2018-07-02,Silver Coin,Chaos Orb,0.43478,4
4529,Incursion,2018-07-03,Silver Coin,Chaos Orb,0.45455,4
4530,Incursion,2018-07-04,Silver Coin,Chaos Orb,0.45455,4
4531,Incursion,2018-07-05,Silver Coin,Chaos Orb,0.45455,4
4532,Incursion,2018-07-06,Silver Coin,Chaos Orb,0.44565,4
4533,Incursion,2018-07-07,Silver Coin,Chaos Orb,0.43478,4
4534,Incursion,2018-07-08,Silver Coin,Chaos Orb,0.41265,4
4535,Incursion,2018-07-09,Silver Coin,Chaos Orb,0.4,4
4536,Incursion,2018-07-10,Silver Coin,Chaos Orb,0.39216,4
4537,Incursion,2018-07-11,Silver Coin,Chaos Orb,0.38462,4
4538,Incursion,2018-07-12,Silver Coin,Chaos Orb,0.38395,4
4539,Incursion,2018-07-13,Silver Coin,Chaos Orb,0.37037,4
4540,Incursion,2018-07-14,Silver Coin,Chaos Orb,0.37037,4
4541,Incursion,2018-07-15,Silver Coin,Chaos Orb,0.35714,4
4542,Incursion,2018-07-16,Silver Coin,Chaos Orb,0.34483,4
4543,Incursion,2018-07-17,Silver Coin,Chaos Orb,0.3313,4
4544,Incursion,2018-07-18,Silver Coin,Chaos Orb,0.32258,4
4545,Incursion,2018-07-19,Silver Coin,Chaos Orb,0.31464,4
4546,Incursion,2018-07-20,Silver Coin,Chaos Orb,0.32133,4
4547,Incursion,2018-07-21,Silver Coin,Chaos Orb,0.30303,4
4548,Incursion,2018-07-22,Silver Coin,Chaos Orb,0.30303,4
4549,Incursion,2018-07-23,Silver Coin,Chaos Orb,0.29412,4
4550,Incursion,2018-07-24,Silver Coin,Chaos Orb,0.29412,4
4551,Incursion,2018-07-25,Silver Coin,Chaos Orb,0.29412,4
4552,Incursion,2018-07-26,Silver Coin,Chaos Orb,0.28571,4
4553,Incursion,2018-07-27,Silver Coin,Chaos Orb,0.28571,4
4554,Incursion,2018-07-28,Silver Coin,Chaos Orb,0.28571,4
4555,Incursion,2018-07-29,Silver Coin,Chaos Orb,0.28571,4
4556,Incursion,2018-07-30,Silver Coin,Chaos Orb,0.28571,4
4557,Incursion,2018-07-31,Silver Coin,Chaos Orb,0.29412,4
4558,Incursion,2018-08-01,Silver Coin,Chaos Orb,0.29412,4
4559,Incursion,2018-08-02,Silver Coin,Chaos Orb,0.295,4
4560,Incursion,2018-08-03,Silver Coin,Chaos Orb,0.29412,4
4561,Incursion,2018-08-04,Silver Coin,Chaos Orb,0.29358,4
4562,Incursion,2018-08-05,Silver Coin,Chaos Orb,0.29412,4
4563,Incursion,2018-08-06,Silver Coin,Chaos Orb,0.29412,4
4564,Incursion,2018-08-07,Silver Coin,Chaos Orb,0.29412,4
4565,Incursion,2018-08-08,Silver Coin,Chaos Orb,0.29412,4
4566,Incursion,2018-08-09,Silver Coin,Chaos Orb,0.29412,4
4567,Incursion,2018-08-10,Silver Coin,Chaos Orb,0.29412,4
4568,Incursion,2018-08-11,Silver Coin,Chaos Orb,0.2861,4
4569,Incursion,2018-08-12,Silver Coin,Chaos Orb,0.28571,4
4570,Incursion,2018-08-13,Silver Coin,Chaos Orb,0.28852,4
4571,Incursion,2018-08-14,Silver Coin,Chaos Orb,0.30303,4
4572,Incursion,2018-08-15,Silver Coin,Chaos Orb,0.2903,4
4573,Incursion,2018-08-16,Silver Coin,Chaos Orb,0.28571,4
4574,Incursion,2018-08-17,Silver Coin,Chaos Orb,0.28571,4
4575,Incursion,2018-08-18,Silver Coin,Chaos Orb,0.28571,4
4576,Incursion,2018-08-19,Silver Coin,Chaos Orb,0.28571,4
4577,Incursion,2018-08-20,Silver Coin,Chaos Orb,0.28083,4
4578,Incursion,2018-08-21,Silver Coin,Chaos Orb,0.28585,4
4579,Incursion,2018-08-22,Silver Coin,Chaos Orb,0.2592,4
4580,Incursion,2018-08-23,Silver Coin,Chaos Orb,0.25,4
4581,Incursion,2018-08-24,Silver Coin,Chaos Orb,0.25,4
4582,Incursion,2018-08-25,Silver Coin,Chaos Orb,0.25,4
4583,Incursion,2018-08-26,Silver Coin,Chaos Orb,0.26182,4
4584,Incursion,2018-08-27,Silver Coin,Chaos Orb,0.28938,4
4585,Incursion,2018-08-28,Silver Coin,Chaos Orb,0.28324,4
4586,Incursion,2018-06-01,Orb of Alteration,Chaos Orb,0.215,9
4587,Incursion,2018-06-02,Orb of Alteration,Chaos Orb,0.03528,9
4588,Incursion,2018-06-03,Orb of Alteration,Chaos Orb,0.04167,9
4589,Incursion,2018-06-04,Orb of Alteration,Chaos Orb,0.0625,9
4590,Incursion,2018-06-05,Orb of Alteration,Chaos Orb,0.0625,9
4591,Incursion,2018-06-06,Orb of Alteration,Chaos Orb,0.07143,9
