ID,League,date,Currency,PriceCurrency,Value,CurrencyID
2078,Betrayal,2019-02-01,Orb of Chance,Chaos Orb,0.07405,3
2079,Betrayal,2019-02-02,Orb of Chance,Chaos Orb,0.07692,3
2080,Betrayal,2019-02-03,Orb of Chance,Chaos Orb,0.07692,3
2081,Betrayal,2019-02-04,Orb of Chance,Chaos Orb,0.07692,3
2082,Betrayal,2019-02-05,Orb of Chance,Chaos Orb,0.07692,3
2083,Betrayal,2019-02-06,Orb of Chance,Chaos Orb,0.08228,3
2084,Betrayal,2019-02-07,Orb of Chance,Chaos Orb,0.08295,3
2085,Betrayal,2019-02-08,Orb of Chance,Chaos Orb,0.08,3
2086,Betrayal,2019-02-09,Orb of Chance,Chaos Orb,0.08333,3
2087,Betrayal,2019-02-10,Orb of Chance,Chaos Orb,0.08333,3
2088,Betrayal,2019-02-11,Orb of Chance,Chaos Orb,0.08767,3
2089,Betrayal,2019-02-12,Orb of Chance,Chaos Orb,0.08481,3
2090,Betrayal,2019-02-13,Orb of Chance,Chaos Orb,0.08333,3
2091,Betrayal,2019-02-14,Orb of Chance,Chaos Orb,0.0864,3
2092,Betrayal,2019-02-15,Orb of Chance,Chaos Orb,0.09091,3
2093,Betrayal,2019-02-16,Orb of Chance,Chaos Orb,0.09507,3
2094,Betrayal,2019-02-17,Orb of Chance,Chaos Orb,0.09488,3
2095,Betrayal,2019-02-18,Orb of Chance,Chaos Orb,0.09091,3
2096,Betrayal,2019-02-19,Orb of Chance,Chaos Orb,0.09524,3
2097,Betrayal,2019-02-20,Orb of Chance,Chaos Orb,0.09512,3
2098,Betrayal,2019-02-21,Orb of Chance,Chaos Orb,0.09524,3
2099,Betrayal,2019-02-22,Orb of Chance,Chaos Orb,0.09474,3
2100,Betrayal,2019-02-23,Orb of Chance,Chaos Orb,0.09091,3
2101,Betrayal,2019-02-24,Orb of Chance,Chaos Orb,0.09091,3
2102,Betrayal,2019-02-25,Orb of Chance,Chaos Orb,0.09091,3
2103,Betrayal,2019-02-26,Orb of Chance,Chaos Orb,0.09091,3
2104,Betrayal,2019-02-27,Orb of Chance,Chaos Orb,0.09091,3
2105,Betrayal,2019-02-28,Orb of Chance,Chaos Orb,0.09091,3
2106,Betrayal,2019-03-01,Orb of Chance,Chaos Orb,0.09091,3
2107,Betrayal,2019-03-02,Orb of Chance,Chaos Orb,0.09091,3
2108,Betrayal,2019-03-03,Orb of Chance,Chaos Orb,0.09091,3
2109,Betrayal,2019-03-04,Orb of Chance,Chaos Orb,0.09091,3
2110,Betrayal,2019-03-05,Orb of Chance,Chaos Orb,0.09091,3
2111,Betrayal,2018-12-07,Silver Coin,Chaos Orb,0.57547,4
2112,Betrayal,2018-12-08,Silver Coin,Chaos Orb,0.16667,4
2113,Betrayal,2018-12-09,Silver Coin,Chaos Orb,0.16667,4
2114,Betrayal,2018-12-10,Silver Coin,Chaos Orb,0.15152,4
2115,Betrayal,2018-12-11,Silver Coin,Chaos Orb,0.13333,4
2116,Betrayal,2018-12-12,Silver Coin,Chaos Orb,0.12373,4
2117,Betrayal,2018-12-13,Silver Coin,Chaos Orb,0.13859,4
2118,Betrayal,2018-12-14,Silver Coin,Chaos Orb,0.14286,4
2119,Betrayal,2018-12-15,Silver Coin,Chaos Orb,0.14286,4
2120,Betrayal,2018-12-16,Silver Coin,Chaos Orb,0.13799,4
2121,Betrayal,2018-12-17,Silver Coin,Chaos Orb,0.13333,4
2122,Betrayal,2018-12-18,Silver Coin,Chaos Orb,0.13333,4
2123,Betrayal,2018-12-19,Silver Coin,Chaos Orb,0.13333,4
2124,Betrayal,2018-12-20,Silver Coin,Chaos Orb,0.12988,4
2125,Betrayal,2018-12-21,Silver Coin,Chaos Orb,0.13333,4
2126,Betrayal,2018-12-22,Silver Coin,Chaos Orb,0.13333,4
2127,Betrayal,2018-12-23,Silver Coin,Chaos Orb,0.13333,4
2128,Betrayal,2018-12-24,Silver Coin,Chaos Orb,0.13333,4
2129,Betrayal,2018-12-25,Silver Coin,Chaos Orb,0.13333,4
2130,Betrayal,2018-12-26,Silver Coin,Chaos Orb,0.13333,4
2131,Betrayal,2018-12-27,Silver Coin,Chaos Orb,0.13333,4
2132,Betrayal,2018-12-28,Silver Coin,Chaos Orb,0.14286,4
2133,Betrayal,2018-12-29,Silver Coin,Chaos Orb,0.16667,4
2134,Betrayal,2018-12-30,Silver Coin,Chaos Orb,0.16525,4
2135,Betrayal,2018-12-31,Silver Coin,Chaos Orb,0.15641,4
2136,Betrayal,2019-01-01,Silver Coin,Chaos Orb,0.15437,4
2137,Betrayal,2019-01-02,Silver Coin,Chaos Orb,0.14286,4
2138,Betrayal,2019-01-03,Silver Coin,Chaos Orb,0.15665,4
2139,Betrayal,2019-01-04,Silver Coin,Chaos Orb,0.16667,4
2140,Betrayal,2019-01-05,Silver Coin,Chaos Orb,0.16699,4
2141,Betrayal,2019-01-06,Silver Coin,Chaos Orb,0.18182,4
2142,Betrayal,2019-01-07,Silver Coin,Chaos Orb,0.18271,4
2143,Betrayal,2019-01-08,Silver Coin,Chaos Orb,0.18333,4
2144,Betrayal,2019-01-09,Silver Coin,Chaos Orb,0.18618,4
2145,Betrayal,2019-01-10,Silver Coin,Chaos Orb,0.19133,4
2146,Betrayal,2019-01-11,Silver Coin,Chaos Orb,0.19615,4
2147,Betrayal,2019-01-12,Silver Coin,Chaos Orb,0.19656,4
2148,Betrayal,2019-01-13,Silver Coin,Chaos Orb,0.20371,4
2149,Betrayal,2019-01-14,Silver Coin,Chaos Orb,0.20708,4
2150,Betrayal,2019-01-15,Silver Coin,Chaos Orb,0.21985,4
2151,Betrayal,2019-01-16,Silver Coin,Chaos Orb,0.2218,4
2152,Betrayal,2019-01-17,Silver Coin,Chaos Orb,0.21551,4
2153,Betrayal,2019-01-18,Silver Coin,Chaos Orb,0.21667,4
2154,Betrayal,2019-01-19,Silver Coin,Chaos Orb,0.21739,4
2155,Betrayal,2019-01-20,Silver Coin,Chaos Orb,0.21952,4
2156,Betrayal,2019-01-21,Silver Coin,Chaos Orb,0.21449,4
2157,Betrayal,2019-01-22,Silver Coin,Chaos Orb,0.21333,4
2158,Betrayal,2019-01-23,Silver Coin,Chaos Orb,0.21417,4
2159,Betrayal,2019-01-24,Silver Coin,Chaos Orb,0.21596,4
2160,Betrayal,2019-01-25,Silver Coin,Chaos Orb,0.21333,4
2161,Betrayal,2019-01-26,Silver Coin,Chaos Orb,0.21667,4
2162,Betrayal,2019-01-27,Silver Coin,Chaos Orb,0.21739,4
2163,Betrayal,2019-01-28,Silver Coin,Chaos Orb,0.21739,4
2164,Betrayal,2019-01-29,Silver Coin,Chaos Orb,0.21739,4
2165,Betrayal,2019-01-30,Silver Coin,Chaos Orb,0.21739,4
2166,Betrayal,2019-01-31,Silver Coin,Chaos Orb,0.21739,4
2167,Betrayal,2019-02-01,Silver Coin,Chaos Orb,0.23327,4
2168,Betrayal,2019-02-02,Silver Coin,Chaos Orb,0.24164,4
2169,Betrayal,2019-02-03,Silver Coin,Chaos Orb,0.24324,4
2170,Betrayal,2019-02-04,Silver Coin,Chaos Orb,0.25,4
2171,Betrayal,2019-02-05,Silver Coin,Chaos Orb,0.23964,4
2172,Betrayal,2019-02-06,Silver Coin,Chaos Orb,0.25,4
2173,Betrayal,2019-02-07,Silver Coin,Chaos Orb,0.25641,4
2174,Betrayal,2019-02-08,Silver Coin,Chaos Orb,0.27778,4
2175,Betrayal,2019-02-09,Silver Coin,Chaos Orb,0.28773,4
2176,Betrayal,2019-02-10,Silver Coin,Chaos Orb,0.3,4
2177,Betrayal,2019-02-11,Silver Coin,Chaos Orb,0.29392,4
2178,Betrayal,2019-02-12,Silver Coin,Chaos Orb,0.31108,4
2179,Betrayal,2019-02-13,Silver Coin,Chaos Orb,0.3125,4
2180,Betrayal,2019-02-14,Silver Coin,Chaos Orb,0.31156,4
2181,Betrayal,2019-02-15,Silver Coin,Chaos Orb,0.30303,4
2182,Betrayal,2019-02-16,Silver Coin,Chaos Orb,0.3125,4
2183,Betrayal,2019-02-17,Silver Coin,Chaos Orb,0.30617,4
2184,Betrayal,2019-02-18,Silver Coin,Chaos Orb,0.30839,4
2185,Betrayal,2019-02-19,Silver Coin,Chaos Orb,0.31333,4
2186,Betrayal,2019-02-20,Silver Coin,Chaos Orb,0.31929,4
2187,Betrayal,2019-02-21,Silver Coin,Chaos Orb,0.30722,4
2188,Betrayal,2019-02-22,Silver Coin,Chaos Orb,0.30908,4
2189,Betrayal,2019-02-23,Silver Coin,Chaos Orb,0.29412,4
2190,Betrayal,2019-02-24,Silver Coin,Chaos Orb,0.28571,4
2191,Betrayal,2019-02-25,Silver Coin,Chaos Orb,0.29477,4
2192,Betrayal,2019-02-26,Silver Coin,Chaos Orb,0.30062,4
2193,Betrayal,2019-02-27,Silver Coin,Chaos Orb,0.30145,4
2194,Betrayal,2019-02-28,Silver Coin,Chaos Orb,0.30769,4
2195,Betrayal,2019-03-01,Silver Coin,Chaos Orb,0.30144,4
2196,Betrayal,2019-03-02,Silver Coin,Chaos Orb,0.28763,4
2197,Betrayal,2019-03-03,Silver Coin,Chaos Orb,0.2962,4
2198,Betrayal,2019-03-04,Silver Coin,Chaos Orb,0.29487,4
2199,Betrayal,2019-03-05,Silver Coin,Chaos Orb,0.3,4
2200,Betrayal,2018-12-07,Orb of Alchemy,Chaos Orb,0.33333,5
2201,Betrayal,2018-12-08,Orb of Alchemy,Chaos Orb,0.25,5
2202,Betrayal,2018-12-09,Orb of Alchemy,Chaos Orb,0.33333,5
2203,Betrayal,2018-12-10,Orb of Alchemy,Chaos Orb,0.44444,5
2204,Betrayal,2018-12-11,Orb of Alchemy,Chaos Orb,0.46512,5
2205,Betrayal,2018-12-12,Orb of Alchemy,Chaos Orb,0.4878,5
2206,Betrayal,2018-12-13,Orb of Alchemy,Chaos Orb,0.52632,5
2207,Betrayal,2018-12-14,Orb of Alchemy,Chaos Orb,0.55556,5
2208,Betrayal,2018-12-15,Orb of Alchemy,Chaos Orb,0.56818,5
2209,Betrayal,2018-12-16,Orb of Alchemy,Chaos Orb,0.57816,5
2210,Betrayal,2018-12-17,Orb of Alchemy,Chaos Orb,0.59272,5
2211,Betrayal,2018-12-18,Orb of Alchemy,Chaos Orb,0.60606,5
2212,Betrayal,2018-12-19,Orb of Alchemy,Chaos Orb,0.61039,5
2213,Betrayal,2018-12-20,Orb of Alchemy,Chaos Orb,0.6,5
2214,Betrayal,2018-12-21,Orb of Alchemy,Chaos Orb,0.59988,5
2215,Betrayal,2018-12-22,Orb of Alchemy,Chaos Orb,0.57778,5
2216,Betrayal,2018-12-23,Orb of Alchemy,Chaos Orb,0.52287,5
2217,Betrayal,2018-12-24,Orb of Alchemy,Chaos Orb,0.47619,5
2218,Betrayal,2018-12-25,Orb of Alchemy,Chaos Orb,0.41667,5
2219,Betrayal,2018-12-26,Orb of Alchemy,Chaos Orb,0.41418,5
2220,Betrayal,2018-12-27,Orb of Alchemy,Chaos Orb,0.39474,5
2221,Betrayal,2018-12-28,Orb of Alchemy,Chaos Orb,0.3511,5
2222,Betrayal,2018-12-29,Orb of Alchemy,Chaos Orb,0.36865,5
2223,Betrayal,2018-12-30,Orb of Alchemy,Chaos Orb,0.36505,5
2224,Betrayal,2018-12-31,Orb of Alchemy,Chaos Orb,0.37037,5
2225,Betrayal,2019-01-01,Orb of Alchemy,Chaos Orb,0.36567,5
2226,Betrayal,2019-01-02,Orb of Alchemy,Chaos Orb,0.35714,5
2227,Betrayal,2019-01-03,Orb of Alchemy,Chaos Orb,0.36364,5
2228,Betrayal,2019-01-04,Orb of Alchemy,Chaos Orb,0.38462,5
2229,Betrayal,2019-01-05,Orb of Alchemy,Chaos Orb,0.41668,5
2230,Betrayal,2019-01-06,Orb of Alchemy,Chaos Orb,0.4504,5
2231,Betrayal,2019-01-07,Orb of Alchemy,Chaos Orb,0.45455,5
2232,Betrayal,2019-01-08,Orb of Alchemy,Chaos Orb,0.45455,5
2233,Betrayal,2019-01-09,Orb of Alchemy,Chaos Orb,0.45455,5
2234,Betrayal,2019-01-10,Orb of Alchemy,Chaos Orb,0.44681,5
2235,Betrayal,2019-01-11,Orb of Alchemy,Chaos Orb,0.44845,5
2236,Betrayal,2019-01-12,Orb of Alchemy,Chaos Orb,0.44323,5
2237,Betrayal,2019-01-13,Orb of Alchemy,Chaos Orb,0.44774,5
2238,Betrayal,2019-01-14,Orb of Alchemy,Chaos Orb,0.4348,5
2239,Betrayal,2019-01-15,Orb of Alchemy,Chaos Orb,0.42977,5
2240,Betrayal,2019-01-16,Orb of Alchemy,Chaos Orb,0.42497,5
2241,Betrayal,2019-01-17,Orb of Alchemy,Chaos Orb,0.41667,5
2242,Betrayal,2019-01-18,Orb of Alchemy,Chaos Orb,0.40899,5
2243,Betrayal,2019-01-19,Orb of Alchemy,Chaos Orb,0.4,5
2244,Betrayal,2019-01-20,Orb of Alchemy,Chaos Orb,0.38462,5
2245,Betrayal,2019-01-21,Orb of Alchemy,Chaos Orb,0.36364,5
2246,Betrayal,2019-01-22,Orb of Alchemy,Chaos Orb,0.33333,5
2247,Betrayal,2019-01-23,Orb of Alchemy,Chaos Orb,0.32258,5
2248,Betrayal,2019-01-24,Orb of Alchemy,Chaos Orb,0.33,5
2249,Betrayal,2019-01-25,Orb of Alchemy,Chaos Orb,0.33333,5
2250,Betrayal,2019-01-26,Orb of Alchemy,Chaos Orb,0.33339,5
2251,Betrayal,2019-01-27,Orb of Alchemy,Chaos Orb,0.36066,5
2252,Betrayal,2019-01-28,Orb of Alchemy,Chaos Orb,0.41667,5
2253,Betrayal,2019-01-29,Orb of Alchemy,Chaos Orb,0.44264,5
2254,Betrayal,2019-01-30,Orb of Alchemy,Chaos Orb,0.47619,5
2255,Betrayal,2019-01-31,Orb of Alchemy,Chaos Orb,0.5,5
2256,Betrayal,2019-02-01,Orb of Alchemy,Chaos Orb,0.50501,5
2257,Betrayal,2019-02-02,Orb of Alchemy,Chaos Orb,0.52414,5
2258,Betrayal,2019-02-03,Orb of Alchemy,Chaos Orb,0.55556,5
2259,Betrayal,2019-02-04,Orb of Alchemy,Chaos Orb,0.57143,5
2260,Betrayal,2019-02-05,Orb of Alchemy,Chaos Orb,0.57143,5
2261,Betrayal,2019-02-06,Orb of Alchemy,Chaos Orb,0.55556,5
2262,Betrayal,2019-02-07,Orb of Alchemy,Chaos Orb,0.55556,5
2263,Betrayal,2019-02-08,Orb of Alchemy,Chaos Orb,0.57546,5
2264,Betrayal,2019-02-09,Orb of Alchemy,Chaos Orb,0.56344,5
2265,Betrayal,2019-02-10,Orb of Alchemy,Chaos Orb,0.58824,5
2266,Betrayal,2019-02-11,Orb of Alchemy,Chaos Orb,0.56,5
2267,Betrayal,2019-02-12,Orb of Alchemy,Chaos Orb,0.55556,5
2268,Betrayal,2019-02-13,Orb of Alchemy,Chaos Orb,0.55556,5
2269,Betrayal,2019-02-14,Orb of Alchemy,Chaos Orb,0.55473,5
2270,Betrayal,2019-02-15,Orb of Alchemy,Chaos Orb,0.554,5
2271,Betrayal,2019-02-16,Orb of Alchemy,Chaos Orb,0.55252,5
2272,Betrayal,2019-02-17,Orb of Alchemy,Chaos Orb,0.52632,5
2273,Betrayal,2019-02-18,Orb of Alchemy,Chaos Orb,0.5,5
2274,Betrayal,2019-02-19,Orb of Alchemy,Chaos Orb,0.49501,5
2275,Betrayal,2019-02-20,Orb of Alchemy,Chaos Orb,0.47619,5
2276,Betrayal,2019-02-21,Orb of Alchemy,Chaos Orb,0.45161,5
2277,Betrayal,2019-02-22,Orb of Alchemy,Chaos Orb,0.4437,5
2278,Betrayal,2019-02-23,Orb of Alchemy,Chaos Orb,0.43103,5
2279,Betrayal,2019-02-24,Orb of Alchemy,Chaos Orb,0.41667,5
2280,Betrayal,2019-02-25,Orb of Alchemy,Chaos Orb,0.40816,5
2281,Betrayal,2019-02-26,Orb of Alchemy,Chaos Orb,0.40422,5
2282,Betrayal,2019-02-27,Orb of Alchemy,Chaos Orb,0.4,5
2283,Betrayal,2019-02-28,Orb of Alchemy,Chaos Orb,0.39996,5
2284,Betrayal,2019-03-01,Orb of Alchemy,Chaos Orb,0.38462,5
2285,Betrayal,2019-03-02,Orb of Alchemy,Chaos Orb,0.38462,5
2286,Betrayal,2019-03-03,Orb of Alchemy,Chaos Orb,0.38462,5
2287,Betrayal,2019-03-04,Orb of Alchemy,Chaos Orb,0.38462,5
2288,Betrayal,2019-03-05,Orb of Alchemy,Chaos Orb,0.39432,5
2289,Betrayal,2018-12-07,Chromatic Orb,Chaos Orb,0.07648,6
2290,Betrayal,2018-12-08,Chromatic Orb,Chaos Orb,0.04762,6
2291,Betrayal,2018-12-09,Chromatic Orb,Chaos Orb,0.09091,6
2292,Betrayal,2018-12-10,Chromatic Orb,Chaos Orb,0.09914,6
2293,Betrayal,2018-12-11,Chromatic Orb,Chaos Orb,0.09524,6
2294,Betrayal,2018-12-12,Chromatic Orb,Chaos Orb,0.1,6
2295,Betrayal,2018-12-13,Chromatic Orb,Chaos Orb,0.10476,6
2296,Betrayal,2018-12-14,Chromatic Orb,Chaos Orb,0.09613,6
2297,Betrayal,2018-12-15,Chromatic Orb,Chaos Orb,0.09478,6
2298,Betrayal,2018-12-16,Chromatic Orb,Chaos Orb,0.09091,6
2299,Betrayal,2018-12-17,Chromatic Orb,Chaos Orb,0.09091,6
2300,Betrayal,2018-12-18,Chromatic Orb,Chaos Orb,0.09002,6
2301,Betrayal,2018-12-19,Chromatic Orb,Chaos Orb,0.09043,6
2302,Betrayal,2018-12-20,Chromatic Orb,Chaos Orb,0.08621,6
2303,Betrayal,2018-12-21,Chromatic Orb,Chaos Orb,0.08736,6
2304,Betrayal,2018-12-22,Chromatic Orb,Chaos Orb,0.08394,6
2305,Betrayal,2018-12-23,Chromatic Orb,Chaos Orb,0.08333,6
2306,Betrayal,2018-12-24,Chromatic Orb,Chaos Orb,0.08333,6
2307,Betrayal,2018-12-25,Chromatic Orb,Chaos Orb,0.08333,6
2308,Betrayal,2018-12-26,Chromatic Orb,Chaos Orb,0.08333,6
2309,Betrayal,2018-12-27,Chromatic Orb,Chaos Orb,0.08333,6
2310,Betrayal,2018-12-28,Chromatic Orb,Chaos Orb,0.08333,6
2311,Betrayal,2018-12-29,Chromatic Orb,Chaos Orb,0.08352,6
2312,Betrayal,2018-12-30,Chromatic Orb,Chaos Orb,0.0909,6
2313,Betrayal,2018-12-31,Chromatic Orb,Chaos Orb,0.09081,6
2314,Betrayal,2019-01-01,Chromatic Orb,Chaos Orb,0.09091,6
2315,Betrayal,2019-01-02,Chromatic Orb,Chaos Orb,0.09091,6
2316,Betrayal,2019-01-03,Chromatic Orb,Chaos Orb,0.1,6
2317,Betrayal,2019-01-04,Chromatic Orb,Chaos Orb,0.1,6
2318,Betrayal,2019-01-05,Chromatic Orb,Chaos Orb,0.11111,6
2319,Betrayal,2019-01-06,Chromatic Orb,Chaos Orb,0.11111,6
2320,Betrayal,2019-01-07,Chromatic Orb,Chaos Orb,0.11419,6
2321,Betrayal,2019-01-08,Chromatic Orb,Chaos Orb,0.11903,6
2322,Betrayal,2019-01-09,Chromatic Orb,Chaos Orb,0.12109,6
2323,Betrayal,2019-01-10,Chromatic Orb,Chaos Orb,0.12146,6
2324,Betrayal,2019-01-11,Chromatic Orb,Chaos Orb,0.13333,6
2325,Betrayal,2019-01-12,Chromatic Orb,Chaos Orb,0.13572,6
2326,Betrayal,2019-01-13,Chromatic Orb,Chaos Orb,0.14147,6
2327,Betrayal,2019-01-14,Chromatic Orb,Chaos Orb,0.14272,6
2328,Betrayal,2019-01-15,Chromatic Orb,Chaos Orb,0.13342,6
2329,Betrayal,2019-01-16,Chromatic Orb,Chaos Orb,0.13473,6
2330,Betrayal,2019-01-17,Chromatic Orb,Chaos Orb,0.1329,6
2331,Betrayal,2019-01-18,Chromatic Orb,Chaos Orb,0.13147,6
2332,Betrayal,2019-01-19,Chromatic Orb,Chaos Orb,0.12395,6
2333,Betrayal,2019-01-20,Chromatic Orb,Chaos Orb,0.11765,6
2334,Betrayal,2019-01-21,Chromatic Orb,Chaos Orb,0.10833,6
2335,Betrayal,2019-01-22,Chromatic Orb,Chaos Orb,0.11496,6
2336,Betrayal,2019-01-23,Chromatic Orb,Chaos Orb,0.11111,6
2337,Betrayal,2019-01-24,Chromatic Orb,Chaos Orb,0.11111,6
2338,Betrayal,2019-01-25,Chromatic Orb,Chaos Orb,0.11111,6
2339,Betrayal,2019-01-26,Chromatic Orb,Chaos Orb,0.11624,6
2340,Betrayal,2019-01-27,Chromatic Orb,Chaos Orb,0.13,6
2341,Betrayal,2019-01-28,Chromatic Orb,Chaos Orb,0.14039,6
2342,Betrayal,2019-01-29,Chromatic Orb,Chaos Orb,0.14286,6
2343,Betrayal,2019-01-30,Chromatic Orb,Chaos Orb,0.14733,6
2344,Betrayal,2019-01-31,Chromatic Orb,Chaos Orb,0.15385,6
2345,Betrayal,2019-02-01,Chromatic Orb,Chaos Orb,0.15579,6
2346,Betrayal,2019-02-02,Chromatic Orb,Chaos Orb,0.19421,6
2347,Betrayal,2019-02-03,Chromatic Orb,Chaos Orb,0.22222,6
2348,Betrayal,2019-02-04,Chromatic Orb,Chaos Orb,0.22498,6
2349,Betrayal,2019-02-05,Chromatic Orb,Chaos Orb,0.22671,6
2350,Betrayal,2019-02-06,Chromatic Orb,Chaos Orb,0.2381,6
2351,Betrayal,2019-02-07,Chromatic Orb,Chaos Orb,0.23029,6
2352,Betrayal,2019-02-08,Chromatic Orb,Chaos Orb,0.22006,6
2353,Betrayal,2019-02-09,Chromatic Orb,Chaos Orb,0.22156,6
2354,Betrayal,2019-02-10,Chromatic Orb,Chaos Orb,0.22722,6
2355,Betrayal,2019-02-11,Chromatic Orb,Chaos Orb,0.23201,6
2356,Betrayal,2019-02-12,Chromatic Orb,Chaos Orb,0.23077,6
2357,Betrayal,2019-02-13,Chromatic Orb,Chaos Orb,0.23256,6
2358,Betrayal,2019-02-14,Chromatic Orb,Chaos Orb,0.23256,6
2359,Betrayal,2019-02-15,Chromatic Orb,Chaos Orb,0.23529,6
2360,Betrayal,2019-02-16,Chromatic Orb,Chaos Orb,0.2381,6
2361,Betrayal,2019-02-17,Chromatic Orb,Chaos Orb,0.2439,6
2362,Betrayal,2019-02-18,Chromatic Orb,Chaos Orb,0.25,6
2363,Betrayal,2019-02-19,Chromatic Orb,Chaos Orb,0.25,6
2364,Betrayal,2019-02-20,Chromatic Orb,Chaos Orb,0.25,6
2365,Betrayal,2019-02-21,Chromatic Orb,Chaos Orb,0.24961,6
2366,Betrayal,2019-02-22,Chromatic Orb,Chaos Orb,0.24896,6
2367,Betrayal,2019-02-23,Chromatic Orb,Chaos Orb,0.24938,6
2368,Betrayal,2019-02-24,Chromatic Orb,Chaos Orb,0.24938,6
2369,Betrayal,2019-02-25,Chromatic Orb,Chaos Orb,0.24938,6
2370,Betrayal,2019-02-26,Chromatic Orb,Chaos Orb,0.2439,6
2371,Betrayal,2019-02-27,Chromatic Orb,Chaos Orb,0.24377,6
2372,Betrayal,2019-02-28,Chromatic Orb,Chaos Orb,0.24931,6
2373,Betrayal,2019-03-01,Chromatic Orb,Chaos Orb,0.25,6
2374,Betrayal,2019-03-02,Chromatic Orb,Chaos Orb,0.2462,6
